Chromosome Name	Strand	Ensembl Transcript ID	Ensembl Transcript ID	Transcript Start (bp)	Transcript End (bp)
4	1	ENST00000382891	ENST00000382891	1864307	1953728
18	1	ENST00000322897	ENST00000322897	10516031	10540371
1	1	ENST00000375668	ENST00000375668	16242834	16256367
1	1	ENST00000375667	ENST00000375667	16247871	16256390
1	1	ENST00000375679	ENST00000375679	16242834	16256390
1	1	ENST00000331579	ENST00000331579	16242834	16256367
5	-1	ENST00000255764	ENST00000255764	6425040	6431639
8	1	ENST00000382490	ENST00000382490	10139824	10323803
8	1	ENST00000317173	ENST00000317173	9949189	10323803
15	1	ENST00000382938	ENST00000382938	27150532	27234776
15	1	ENST00000219865	ENST00000219865	27001141	27197806
13	1	ENST00000343003	ENST00000343003	23750839	23776042
13	1	ENST00000409126	ENST00000409126	23742857	23775344
13	1	ENST00000382095	ENST00000382095	23742826	23776042
13	1	ENST00000399949	ENST00000399949	23632887	23776042
13	1	ENST00000382108	ENST00000382108	23694956	23779204
17	-1	ENST00000382147	ENST00000382147	1424448	1478880
17	-1	ENST00000301335	ENST00000301335	1424448	1478880
2	1	ENST00000406158	ENST00000406158	24020220	24020725
5	1	ENST00000296564	ENST00000296564	5475807	5543337
12	1	ENST00000397122	ENST00000397122	2939223	3020103
12	1	ENST00000359864	ENST00000359864	2938757	3020103
12	1	ENST00000358409	ENST00000358409	2938757	3020103
21	-1	ENST00000284987	ENST00000284987	27212112	27260703
18	1	ENST00000355285	ENST00000355285	10444625	10478692
13	1	ENST00000360220	ENST00000360220	23632861	23696936
7	1	ENST00000396362	ENST00000396362	27054300	27054795
X	1	ENST00000381657	ENST00000381657	137859	160023
X	1	ENST00000399012	ENST00000399012	132989	160020
X	1	ENST00000381663	ENST00000381663	132991	160020
13	-1	ENST00000359341	ENST00000359341	23379423	23421454
3	1	ENST00000343849	ENST00000343849	8750496	8763450
3	1	ENST00000397368	ENST00000397368	8750496	8763450
3	1	ENST00000329744	ENST00000329744	8750253	8763451
1	1	ENST00000405736	ENST00000405736	238884164	238884547
1	-1	ENST00000406631	ENST00000406631	238999344	239001457
19	1	ENST00000233997	ENST00000233997	778831	783017
19	1	ENST00000334630	ENST00000334630	776097	783017
15	-1	ENST00000340249	ENST00000340249	26748946	26756608
15	-1	ENST00000317692	ENST00000317692	26748946	26756608
14	1	ENST00000397995	ENST00000397995	20222582	20238076
14	1	ENST00000398001	ENST00000398001	20222212	20238597
14	1	ENST00000304704	ENST00000304704	20222587	20238575
14	1	ENST00000397999	ENST00000397999	20226772	20238597
22	-1	ENST00000263200	ENST00000263200	17546989	17659239
22	-1	ENST00000353891	ENST00000353891	17546989	17659239
13	1	ENST00000382133	ENST00000382133	23361028	23364237
1	1	ENST00000375692	ENST00000375692	16220953	16233132
1	1	ENST00000331433	ENST00000331433	16221073	16233129
9	1	ENST00000332361	ENST00000332361	6629126	6629631
7	-1	ENST00000406111	ENST00000406111	1483979	1510772
7	-1	ENST00000404767	ENST00000404767	1476439	1510529
7	-1	ENST00000407754	ENST00000407754	1476439	1510544
7	-1	ENST00000389470	ENST00000389470	1476439	1510122
17	-1	ENST00000313486	ENST00000313486	1368037	1412835
15	1	ENST00000382946	ENST00000382946	26677450	26729449
4	-1	ENST00000302787	ENST00000302787	1784558	1827772
21	-1	ENST00000382884	ENST00000382884	27131769	27137967
21	-1	ENST00000284984	ENST00000284984	27130479	27139599
12	1	ENST00000397132	ENST00000397132	2887415	2920558
12	1	ENST00000228245	ENST00000228245	2870294	2920558
16	1	ENST00000397797	ENST00000397797	166703	167521
16	1	ENST00000320868	ENST00000320868	166679	167520
5	1	ENST00000274181	ENST00000274181	5193443	5373412
5	-1	ENST00000355023	ENST00000355023	86549512	86549925
3	-1	ENST00000317371	ENST00000317371	8636281	8698757
3	-1	ENST00000341795	ENST00000341795	8636317	8668737
13	-1	ENST00000382145	ENST00000382145	23363238	23369641
13	-1	ENST00000382141	ENST00000382141	23363238	23369366
13	-1	ENST00000382140	ENST00000382140	23363428	23374794
13	-1	ENST00000382137	ENST00000382137	23363428	23369366
6	1	ENST00000406490	ENST00000406490	111781598	111782079
5	1	ENST00000324336	ENST00000324336	89741573	89742241
22	-1	ENST00000215882	ENST00000215882	17543092	17546260
21	1	ENST00000357401	ENST00000357401	26700133	26863442
5	1	ENST00000399853	ENST00000399853	5091634	5123107
8	1	ENST00000310430	ENST00000310430	9450855	9677266
19	-1	ENST00000359894	ENST00000359894	763518	772952
19	-1	ENST00000300947	ENST00000300947	763518	772952
22	-1	ENST00000086933	ENST00000086933	17516089	17517796
21	-1	ENST00000400043	ENST00000400043	26772161	26867366
21	-1	ENST00000299340	ENST00000299340	26760402	26867452
8	-1	ENST00000310455	ENST00000310455	9031186	9045630
14	1	ENST00000397987	ENST00000397987	20226780	20232073
14	1	ENST00000397990	ENST00000397990	20226772	20232178
14	1	ENST00000336811	ENST00000336811	20222613	20232177
5	1	ENST00000302006	ENST00000302006	3649168	3654517
12	1	ENST00000303648	ENST00000303648	2856650	2868885
21	1	ENST00000407713	ENST00000407713	26511454	26514068
14	-1	ENST00000320704	ENST00000320704	20178695	20179690
6	1	ENST00000404414	ENST00000404414	80730651	80730955
c6_QBL	-1	ENST00000405674	ENST00000405674	30042086	30043078
1	-1	ENST00000406363	ENST00000406363	16216418	16217125
1	-1	ENST00000375714	ENST00000375714	16213114	16217538
1	-1	ENST00000311890	ENST00000311890	16213114	16217538
1	-1	ENST00000375718	ENST00000375718	16213114	16218551
13	-1	ENST00000382155	ENST00000382155	23219682	23232712
13	-1	ENST00000382172	ENST00000382172	23202329	23361559
8	1	ENST00000391685	ENST00000391685	71348163	71348363
1	1	ENST00000329454	ENST00000329454	16203318	16207889
5	1	ENST00000334000	ENST00000334000	2805262	2808511
5	1	ENST00000397835	ENST00000397835	2805258	2808511
18	1	ENST00000399999	ENST00000399999	9904041	9944820
18	1	ENST00000349843	ENST00000349843	9904041	9944820
18	1	ENST00000340541	ENST00000340541	9903955	9950018
18	1	ENST00000400000	ENST00000400000	9903955	9950018
3	1	ENST00000157600	ENST00000157600	8518511	8584805
3	1	ENST00000397386	ENST00000397386	8518507	8584805
6	-1	ENST00000404237	ENST00000404237	112753648	112754644
14	-1	ENST00000382999	ENST00000382999	20128279	20128722
11	-1	ENST00000354420	ENST00000354420	484513	497273
11	-1	ENST00000356187	ENST00000356187	484513	497273
11	-1	ENST00000397615	ENST00000397615	484513	496821
11	-1	ENST00000397614	ENST00000397614	484513	496821
11	-1	ENST00000397604	ENST00000397604	484516	497204
17	-1	ENST00000406424	ENST00000406424	1344653	1366686
17	-1	ENST00000397335	ENST00000397335	1344622	1366719
17	-1	ENST00000320345	ENST00000320345	1344622	1366704
17	-1	ENST00000350761	ENST00000350761	1344622	1366719
15	-1	ENST00000382949	ENST00000382949	26563798	26577158
15	-1	ENST00000329523	ENST00000329523	26563805	26577158
5	-1	ENST00000382611	ENST00000382611	2798959	2804774
5	-1	ENST00000302057	ENST00000302057	2799880	2804769
8	1	ENST00000250263	ENST00000250263	8897856	8928139
2	1	ENST00000405004	ENST00000405004	62227052	62227792
22	-1	ENST00000252137	ENST00000252137	17497793	17512190
7	-1	ENST00000397069	ENST00000397069	1434641	1445593
7	-1	ENST00000349486	ENST00000349486	1440528	1465635
7	-1	ENST00000297508	ENST00000297508	1440522	1465635
7	-1	ENST00000405088	ENST00000405088	1440522	1465521
9	1	ENST00000391389	ENST00000391389	8703276	8703898
14	-1	ENST00000398008	ENST00000398008	20121831	20125966
14	-1	ENST00000398009	ENST00000398009	20120926	20126033
14	-1	ENST00000335950	ENST00000335950	20120894	20128257
11	1	ENST00000308020	ENST00000308020	440280	481386
12	-1	ENST00000342628	ENST00000342628	2837113	2856564
12	-1	ENST00000359843	ENST00000359843	2837113	2856564
12	-1	ENST00000361953	ENST00000361953	2837113	2856564
7	1	ENST00000316333	ENST00000316333	1239035	1243488
18	1	ENST00000357775	ENST00000357775	9875723	9878150
18	1	ENST00000306084	ENST00000306084	9876172	9878150
8	-1	ENST00000276282	ENST00000276282	8679409	8788541
5	-1	ENST00000231357	ENST00000231357	1930549	1935880
20	-1	ENST00000400217	ENST00000400217	411340	472482
20	-1	ENST00000361797	ENST00000361797	411340	472373
20	-1	ENST00000217244	ENST00000217244	411340	472482
20	-1	ENST00000349736	ENST00000349736	411340	472482
20	-1	ENST00000381973	ENST00000381973	412585	472373
20	-1	ENST00000400227	ENST00000400227	407307	472373
22	1	ENST00000399635	ENST00000399635	17498790	17500134
4	1	ENST00000312875	ENST00000312875	1778641	1779212
4	1	ENST00000352904	ENST00000352904	1765421	1780396
4	1	ENST00000340107	ENST00000340107	1765421	1780396
4	1	ENST00000260795	ENST00000260795	1765421	1780396
4	1	ENST00000360915	ENST00000360915	1764832	1780396
12	-1	ENST00000382678	ENST00000382678	2828658	2836474
18	1	ENST00000324097	ENST00000324097	52965371	52966829
8	-1	ENST00000330777	ENST00000330777	8212676	8276667
12	-1	ENST00000337508	ENST00000337508	2804773	2814451
2	-1	ENST00000403650	ENST00000403650	62633102	62634073
2	1	ENST00000401416	ENST00000401416	40009754	40010642
8	-1	ENST00000297317	ENST00000297317	55597892	55598428
2	1	ENST00000401483	ENST00000401483	111107738	111108380
11	-1	ENST00000332826	ENST00000332826	407930	432011
22	-1	ENST00000383058	ENST00000383058	17498503	17499992
1	-1	ENST00000405456	ENST00000405456	239535502	239535805
7	-1	ENST00000316495	ENST00000316495	1159070	1166340
7	-1	ENST00000397083	ENST00000397083	1159069	1166315
7	-1	ENST00000401903	ENST00000401903	1158233	1166340
5	1	ENST00000274137	ENST00000274137	1854509	1869161
6	-1	ENST00000402138	ENST00000402138	150274901	150275918
1	1	ENST00000361877	ENST00000361877	204125286	204128235
6	1	ENST00000402638	ENST00000402638	74089281	74089894
13	1	ENST00000382265	ENST00000382265	23051519	23066482
13	1	ENST00000403372	ENST00000403372	23042723	23141263
13	1	ENST00000382263	ENST00000382263	23051519	23148232
13	1	ENST00000382258	ENST00000382258	23051639	23141404
13	1	ENST00000248484	ENST00000248484	23042723	23148231
1	-1	ENST00000375729	ENST00000375729	16140953	16175191
1	-1	ENST00000375733	ENST00000375733	16140953	16175191
1	-1	ENST00000375743	ENST00000375743	16140953	16175191
6	-1	ENST00000404612	ENST00000404612	26430083	26430499
8	1	ENST00000310542	ENST00000310542	8135301	8139794
18	1	ENST00000306096	ENST00000306096	9764874	9852547
2	-1	ENST00000403373	ENST00000403373	58540931	58542671
12	1	ENST00000228799	ENST00000228799	2792124	2804367
3	1	ENST00000389335	ENST00000389335	6878076	7758217
3	1	ENST00000389336	ENST00000389336	6878076	7707906
3	1	ENST00000403881	ENST00000403881	6878076	7707934
3	1	ENST00000402647	ENST00000402647	6878076	7710342
3	1	ENST00000357716	ENST00000357716	6878075	7758217
5	-1	ENST00000382647	ENST00000382647	1851499	1852946
16	1	ENST00000397806	ENST00000397806	162889	163709
16	1	ENST00000251595	ENST00000251595	162875	163708
7	1	ENST00000395959	ENST00000395959	39839338	39841069
6	-1	ENST00000407630	ENST00000407630	150747136	150747949
8	1	ENST00000338711	ENST00000338711	8123537	8132176
5	-1	ENST00000343123	ENST00000343123	1681814	1687105
14	-1	ENST00000404716	ENST00000404716	20094093	20098930
14	-1	ENST00000338904	ENST00000338904	20094093	20098930
6	1	ENST00000381279	ENST00000381279	140022758	140024337
14	1	ENST00000328444	ENST00000328444	20048452	20049168
19	1	ENST00000350092	ENST00000350092	750345	763327
19	1	ENST00000356948	ENST00000356948	748411	763327
19	1	ENST00000349038	ENST00000349038	748411	763327
16	1	ENST00000356815	ENST00000356815	155973	156767
17	-1	ENST00000361007	ENST00000361007	1314232	1341722
17	-1	ENST00000359786	ENST00000359786	1314232	1342633
c6_COX	-1	ENST00000405349	ENST00000405349	29921291	29921422
1	1	ENST00000404000	ENST00000404000	246169170	246169584
8	-1	ENST00000400114	ENST00000400114	7922568	7925578
15	1	ENST00000323400	ENST00000323400	26297405	26310759
15	1	ENST00000337838	ENST00000337838	26297405	26310759
20	-1	ENST00000354200	ENST00000354200	364124	391187
20	-1	ENST00000246077	ENST00000246077	364929	391144
16	1	ENST00000354915	ENST00000354915	153121	155155
14	-1	ENST00000329282	ENST00000329282	20017966	20018190
3	1	ENST00000256497	ENST00000256497	5204433	5236642
1	1	ENST00000375753	ENST00000375753	16073197	16128300
1	1	ENST00000375759	ENST00000375759	16046946	16139537
5	-1	ENST00000354559	ENST00000354559	1625243	1646257
12	1	ENST00000001008	ENST00000001008	2774414	2783381
11	-1	ENST00000382520	ENST00000382520	395903	407325
11	-1	ENST00000397632	ENST00000397632	395716	407325
11	-1	ENST00000332725	ENST00000332725	395716	407397
4	1	ENST00000343760	ENST00000343760	1693054	1716693
4	1	ENST00000313288	ENST00000313288	1693054	1716693
22	-1	ENST00000389262	ENST00000389262	17403801	17489920
22	-1	ENST00000263196	ENST00000263196	17403795	17489967
8	-1	ENST00000400118	ENST00000400118	7914368	7917930
16	1	ENST00000252951	ENST00000252951	142854	144504
8	-1	ENST00000400119	ENST00000400119	7907274	7910284
12	1	ENST00000355965	ENST00000355965	102948649	102950368
6	1	ENST00000407180	ENST00000407180	117859447	117860298
13	-1	ENST00000402364	ENST00000402364	22800965	22847682
13	-1	ENST00000281578	ENST00000281578	22800967	22840626
13	-1	ENST00000382298	ENST00000382298	22800967	22847425
13	-1	ENST00000382292	ENST00000382292	22800965	22883652
13	-1	ENST00000399986	ENST00000399986	22801556	22847682
1	-1	ENST00000317122	ENST00000317122	16033561	16047229
7	1	ENST00000275524	ENST00000275524	44473967	44474477
9	-1	ENST00000406986	ENST00000406986	138509089	138509514
9	1	ENST00000366354	ENST00000366354	32543187	32543801
1	1	ENST00000391569	ENST00000391569	179649202	179649339
19	1	ENST00000215582	ENST00000215582	702133	715318
18	-1	ENST00000400555	ENST00000400555	9536789	9604567
18	-1	ENST00000285124	ENST00000285124	9536789	9604556
18	-1	ENST00000400556	ENST00000400556	9536793	9604606
21	1	ENST00000330957	ENST00000330957	14295119	14295292
12	1	ENST00000406443	ENST00000406443	103183181	103183819
5	-1	ENST00000283415	ENST00000283415	1514544	1577076
8	-1	ENST00000382575	ENST00000382575	7885347	7892453
21	1	ENST00000358455	ENST00000358455	19151924	19152671
21	-1	ENST00000382930	ENST00000382930	22730481	22730675
8	-1	ENST00000329157	ENST00000329157	7871325	7872917
13	1	ENST00000218867	ENST00000218867	22653091	22797304
14	-1	ENST00000398020	ENST00000398020	19995857	19999432
14	-1	ENST00000250489	ENST00000250489	19995858	19999476
3	1	ENST00000256496	ENST00000256496	5138930	5197597
17	-1	ENST00000398970	ENST00000398970	1272190	1306267
17	-1	ENST00000300574	ENST00000300574	1272226	1306294
4	-1	ENST00000303277	ENST00000303277	1687478	1692882
4	-1	ENST00000382936	ENST00000382936	1687478	1692882
11	1	ENST00000331563	ENST00000331563	384217	394907
21	-1	ENST00000355226	ENST00000355226	26304047	26465003
21	-1	ENST00000346798	ENST00000346798	26174733	26465003
21	-1	ENST00000358918	ENST00000358918	26174733	26465003
21	-1	ENST00000357903	ENST00000357903	26174733	26465003
21	-1	ENST00000359726	ENST00000359726	26174733	26465003
21	-1	ENST00000348990	ENST00000348990	26174733	26465003
21	-1	ENST00000354192	ENST00000354192	26174733	26465003
8	1	ENST00000400120	ENST00000400120	7821269	7847345
18	1	ENST00000019317	ENST00000019317	9465007	9528112
18	1	ENST00000383432	ENST00000383432	9465530	9528105
11	1	ENST00000329962	ENST00000329962	359804	372116
20	1	ENST00000382181	ENST00000382181	336957	359610
20	1	ENST00000400243	ENST00000400243	336735	348285
20	1	ENST00000400244	ENST00000400244	336735	350833
20	1	ENST00000382214	ENST00000382214	336735	359074
20	1	ENST00000400245	ENST00000400245	336722	339408
20	1	ENST00000356286	ENST00000356286	336697	359610
20	1	ENST00000400247	ENST00000400247	336987	339408
20	1	ENST00000353660	ENST00000353660	336709	359608
13	1	ENST00000382353	ENST00000382353	21143215	21173905
7	1	ENST00000342452	ENST00000342452	1099100	1099863
7	1	ENST00000401670	ENST00000401670	1088370	1099043
7	1	ENST00000397092	ENST00000397092	1092969	1099977
7	1	ENST00000297469	ENST00000297469	1092969	1099977
7	1	ENST00000397088	ENST00000397088	1094249	1099977
7	1	ENST00000354575	ENST00000354575	1097891	1099399
8	1	ENST00000302247	ENST00000302247	7789609	7791647
3	1	ENST00000256495	ENST00000256495	4996208	5001861
15	-1	ENST00000261609	ENST00000261609	26029781	26240890
22	-1	ENST00000399694	ENST00000399694	17289759	17290823
22	-1	ENST00000313755	ENST00000313755	17280295	17289087
22	-1	ENST00000334029	ENST00000334029	17280295	17304066
22	-1	ENST00000357068	ENST00000357068	17280295	17303806
5	-1	ENST00000270349	ENST00000270349	1445914	1498545
4	-1	ENST00000318386	ENST00000318386	1664325	1683843
1	1	ENST00000312173	ENST00000312173	15955741	15984431
1	1	ENST00000332305	ENST00000332305	15964035	15985676
1	1	ENST00000375771	ENST00000375771	15955741	15985676
1	1	ENST00000375766	ENST00000375766	15957842	15985671
1	1	ENST00000400773	ENST00000400773	15957842	15985671
5	-1	ENST00000360574	ENST00000360574	1446642	1447123
8	1	ENST00000314357	ENST00000314357	7776136	7777515
11	-1	ENST00000399808	ENST00000399808	309678	310848
11	-1	ENST00000270031	ENST00000270031	309737	310765
7	1	ENST00000397095	ENST00000397095	1061447	1065420
7	1	ENST00000297468	ENST00000297468	1063667	1065423
2	1	ENST00000403659	ENST00000403659	88049243	88049605
1	1	ENST00000375782	ENST00000375782	15941504	15947064
17	-1	ENST00000264335	ENST00000264335	1194595	1250267
6	1	ENST00000401524	ENST00000401524	133513399	133513649
1	1	ENST00000405274	ENST00000405274	600103	600426
4	-1	ENST00000308132	ENST00000308132	1611607	1655516
7	1	ENST00000391465	ENST00000391465	1055838	1058175
20	1	ENST00000217233	ENST00000217233	309308	326197
17	1	ENST00000333813	ENST00000333813	1129707	1151031
18	1	ENST00000262120	ENST00000262120	9324851	9392384
1	-1	ENST00000403739	ENST00000403739	38318835	38319172
21	1	ENST00000341022	ENST00000341022	36344186	36345962
6	-1	ENST00000401856	ENST00000401856	86936884	86937455
6	-1	ENST00000404974	ENST00000404974	29147580	29148355
21	1	ENST00000333748	ENST00000333748	44575542	44576058
17	1	ENST00000391429	ENST00000391429	1120603	1121504
17	1	ENST00000304566	ENST00000304566	1120809	1121315
22	1	ENST00000331444	ENST00000331444	17273779	17279600
1	1	ENST00000294454	ENST00000294454	15935396	15940471
21	1	ENST00000354828	ENST00000354828	26028752	26066642
21	1	ENST00000400075	ENST00000400075	26029566	26066210
c6_COX	-1	ENST00000383326	ENST00000383326	31459636	31462760
7	-1	ENST00000397098	ENST00000397098	1003168	1144402
7	-1	ENST00000357429	ENST00000357429	1003169	1144419
7	-1	ENST00000397100	ENST00000397100	1003169	1144402
19	1	ENST00000338448	ENST00000338448	659953	699328
19	1	ENST00000264560	ENST00000264560	659953	699328
19	1	ENST00000395932	ENST00000395932	659948	699328
19	1	ENST00000395929	ENST00000395929	659948	699328
14	1	ENST00000398030	ENST00000398030	19993240	19995735
14	1	ENST00000216714	ENST00000216714	19993130	19995765
13	-1	ENST00000382374	ENST00000382374	20964842	21076309
16	-1	ENST00000399951	ENST00000399951	75806	128610
